#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
71,Fri Feb 25 13:14:48 EST 2022,17,0,A3SpecificStyleSuite,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult , ,16,3,true,A3ExpectedCalls A3ExpectedInterfaces A3ExpectedSignatures A3SpuriousCalls , , ,A3ExpectedCalls-(14.2/20.0) A3ExpectedInterfaces-(5.0/5.0) A3ExpectedSignatures-(3.0/5.0) A3SpuriousCalls-(20.0/20.0) , ,
72,Fri Feb 25 13:16:12 EST 2022,17,0,BasicDistributedCounts,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult , ,16,4,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(0.0/15.0) , ,
73,Fri Feb 25 13:34:06 EST 2022,17,0,BasicDistributedCounts,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult , ,17,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(0.0/15.0) , ,
74,Sat Feb 26 00:08:16 EST 2022,17,0,BasicDistributedCounts,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult , ,18,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(0.0/15.0) , ,
75,Sat Feb 26 00:56:07 EST 2022,21,4,DistributedPartitionedReduce,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls DistributedTokenCountResult+ ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit , ,19,0,true,ClientSumPartitionReduce ClientTokenCountPartition3Reduce ,A3ConfigurationProvided DistributedSumResult DistributedTokenCountResult , ,ClientSumPartitionReduce-(0.0/10.0) ClientTokenCountPartition3Reduce-(0.0/30.0) , ,
76,Sat Feb 26 00:56:12 EST 2022,21,0,BasicDistributedCounts,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit , ,19,1,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult , , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
77,Sat Feb 26 00:56:17 EST 2022,21,0,DistributedTokenCountPartialReduce,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit , ,19,2,false, , , ,DistributedTokenCountPartialReduce-(0.0/15.0) , ,
78,Sat Feb 26 00:56:29 EST 2022,21,0,ClientTokenCountPartition3Reduce,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit , ,19,3,false, , , ,ClientTokenCountPartition3Reduce-(0.0/30.0) , ,
79,Sat Feb 26 00:56:35 EST 2022,21,0,ClientSumPartitionReduce,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit , ,19,4,false, , , ,ClientSumPartitionReduce-(0.0/10.0) , ,
80,Sat Feb 26 00:56:54 EST 2022,21,0,ClientTokenCountPartialReduce,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit , ,19,5,false, , , ,ClientTokenCountPartialReduce-(0.0/15.0) , ,
81,Sat Feb 26 00:57:03 EST 2022,21,0,ClientTokenCountQuit,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit , ,19,6,false, , , ,ClientTokenCountQuit-(0.0/15.0) , ,
82,Sat Feb 26 01:09:39 EST 2022,21,0,BasicDistributedCounts,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit , ,20,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
83,Sat Feb 26 01:09:46 EST 2022,21,0,DistributedTokenCountPartialReduce,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit , ,20,1,false, , , ,DistributedTokenCountPartialReduce-(0.0/15.0) , ,
84,Sat Feb 26 01:18:09 EST 2022,21,0,BasicDistributedCounts,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit , ,21,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
85,Sat Feb 26 01:26:14 EST 2022,17,-4,BasicDistributedCounts,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult- , ,22,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(0.0/15.0) , ,
86,Sat Feb 26 01:29:15 EST 2022,17,0,BasicDistributedCounts,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult , ,23,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(0.0/15.0) , ,
87,Sat Feb 26 01:33:06 EST 2022,21,4,BasicDistributedCounts,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls DistributedTokenCountResult+ ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit , ,24,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
88,Sat Feb 26 01:33:26 EST 2022,21,0,DistributedTokenCountPartialReduce,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit , ,24,1,false, , , ,DistributedTokenCountPartialReduce-(0.0/15.0) , ,
89,Sat Feb 26 02:11:35 EST 2022,35,14,BasicDistributedCounts,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ClientTokenCountPartialReduce+ ClientTokenCountQuit+ DistributedTokenCountPartialReduce+ DistributedTokenCountQuit+ DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartition3Reduce DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,25,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(15.0/15.0) ClientTokenCountQuit-(15.0/15.0) DistributedTokenCountPartialReduce-(15.0/15.0) DistributedTokenCountQuit-(15.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
90,Sat Feb 26 02:11:43 EST 2022,39,4,DistributedPartitionedReduce,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce+ ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,25,1,true,ClientSumPartitionReduce ClientTokenCountPartition3Reduce ,DistributedSumResult , ,ClientSumPartitionReduce-(0.0/10.0) ClientTokenCountPartition3Reduce-(30.0/30.0) , ,
91,Sat Feb 26 02:11:48 EST 2022,39,0,ClientSumPartitionReduce,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,25,2,false, , , ,ClientSumPartitionReduce-(0.0/10.0) , ,
92,Sat Feb 26 02:12:46 EST 2022,39,0,ClientSumPartitionReduce,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,25,3,false, , , ,ClientSumPartitionReduce-(0.0/10.0) , ,
93,Sat Feb 26 02:12:48 EST 2022,39,0,DistributedPartitionedReduce,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,25,4,true,ClientSumPartitionReduce ClientTokenCountPartition3Reduce , , ,ClientSumPartitionReduce-(0.0/10.0) ClientTokenCountPartition3Reduce-(30.0/30.0) , ,
94,Sat Feb 26 02:12:56 EST 2022,35,-4,A3GeneralStyleSuite,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3PublicMethodsOverride- ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,25,5,true,A3AccessModifiersMatched A3InterfaceAsType A3MnemonicNames A3NamedConstants A3NoCheckstyleWarnings A3PublicMethodsOverride , ,A3AccessModifiersMatched A3MnemonicNames A3NoCheckstyleWarnings A3PublicMethodsOverride ,A3AccessModifiersMatched-(0.0/5.0) A3InterfaceAsType-(9.8/10.0) A3MnemonicNames-(15.0/15.0) A3NamedConstants-(1.0/1.0) A3NoCheckstyleWarnings-(0.0/20.0) A3PublicMethodsOverride-(9.3/10.0) , ,
95,Sat Feb 26 02:13:03 EST 2022,35,0,A3SpecificStyleSuite,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3PublicMethodsOverride ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,25,6,true,A3ExpectedCalls A3ExpectedInterfaces A3ExpectedSignatures A3SpuriousCalls , , ,A3ExpectedCalls-(18.4/20.0) A3ExpectedInterfaces-(5.0/5.0) A3ExpectedSignatures-(4.0/5.0) A3SpuriousCalls-(20.0/20.0) , ,
96,Sat Feb 26 02:13:06 EST 2022,35,0,A3GeneralStyleSuite,A3ExpectedInterfaces A3MnemonicNames A3NamedConstants A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3PublicMethodsOverride ,A3AccessModifiersMatched A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,25,7,true,A3AccessModifiersMatched A3InterfaceAsType A3MnemonicNames A3NamedConstants A3NoCheckstyleWarnings A3PublicMethodsOverride , ,A3AccessModifiersMatched A3MnemonicNames A3NoCheckstyleWarnings A3PublicMethodsOverride ,A3AccessModifiersMatched-(0.0/5.0) A3InterfaceAsType-(9.8/10.0) A3MnemonicNames-(15.0/15.0) A3NamedConstants-(1.0/1.0) A3NoCheckstyleWarnings-(0.0/20.0) A3PublicMethodsOverride-(9.3/10.0) , ,
